gene_anno,DFB_A,DFB_B,Fe_A,Fe_B
scaffold_128908_c1_2_FpvD-family-siderophore-transport,0.000114084,0.000109253,5.19E-05,4.56E-05
scaffold_12902_c1_2_PF01325-Iron_dependent_repressor-dtxR_family_N,0.000132234,0.000105528,6.01E-05,7.05E-05
scaffold_1296797_c1_1_PF00210-Ferritin_like_domain,0,0,0.000164393,0.000342975
scaffold_129789_c1_2_FpvD-family-siderophore-transport,0.000396186,0.000776885,0.000347336,0.000317035
scaffold_129789_c1_3_FpvE-family-permease,8.17E-05,6.96E-05,7.43E-05,0
scaffold_1300_c1_5_PF01475-Iron_dependent_repressor-fur_family,0.00049814,0.001081303,0.001630419,0.001302158
scaffold_1300599_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000324038,0.001057372,0.000425541,0.000537808
scaffold_1302_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.00049814,0.000477046,0.000860499,0.000876964
scaffold_1302161_c1_1_PF00210-Ferritin_like_domain,0.000257446,0.002218895,0.000965506,0.000927056
scaffold_130349_c1_2_YfeB-family-membrane-proteins,0.00017926,0.000212543,0.000128054,0.000163939
scaffold_130349_c1_3_YfeA-family-iron-binding-proteins,0.000246338,0.000284586,0.000138644,7.51E-05
scaffold_130604_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000151124,0.000241207,0.000309144,0.000282175
scaffold_130723_c1_3_PF00210-Ferritin_like_domain,0,0.013297811,7.83E-05,0.004224271
scaffold_13102_c1_5_FpvD-family-siderophore-transport,2.85E-05,0,0.000142617,6.09E-05
scaffold_13102_c1_7_FpvC-family-siderophore-transport,3.53E-05,6.01E-05,0.000139093,0.000125563
scaffold_131041_c1_1_ExbD-family,6.78E-05,0.00034608,0.000287489,7.23E-05
scaffold_131041_c1_2_ExbD-family,0.000228374,0.000179449,0.000255546,0.000468587
scaffold_131041_c1_4_ExbB-family,0.000592895,0.000824344,0.000586957,0.000674765
scaffold_13117_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.00084058,0.000419992,0.001162959,0.000721389
scaffold_131372_c1_4_ExbB-family,9.29E-05,6.78E-05,1.21E-05,0.000127442
scaffold_13145_c1_6_ExbB-family,0.00031713,0.000134978,0.000153773,0.000496266
scaffold_13145_c1_7_ExbB-family,0.000140463,7.97E-05,0.00010642,0.000133215
scaffold_131597_c1_1_PF04773_FecR,0.000727285,0.000742919,0.001024899,0.000969975
scaffold_131716_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.00028521,0.000515916,0.000129652,0.000228229
scaffold_131922_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,2.15E-05,5.48E-05,3.90E-05,0.000103006
scaffold_132086_c1_1_ExbD-family,0.000135519,0.00025956,0.000102675,0.00019279
scaffold_132086_c1_5_ExbB-family,0.002215946,0.003518708,0.003783965,0.002500717
scaffold_132115_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.007887831,0.008330526,0.007827741,0.008729777
scaffold_132248_c1_2_ExbB-family,0.000673412,0.000722282,0.001310206,0.00125019
scaffold_132248_c1_4_ExbD-family,0.000335974,0.000378525,0.000862468,0.001159753
scaffold_13232_c1_6_PF04773_FecR,4.37E-05,0.000111549,0.00011914,4.66E-05
scaffold_1325403_c1_1_PF04773_FecR,0.000235452,0.000400856,4.76E-05,9.77E-05
scaffold_132652_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,9.74E-05,8.29E-05,0.000147595,0.000121247
scaffold_132699_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.00043989,0.000224673,0.000506584,0.000375474
scaffold_1329010_c1_1_PF00210-Ferritin_like_domain,0.000250788,0.000384268,0.000501619,0.000160548
scaffold_1329217_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000238454,0.000304475,8.13E-05,0.000286222
scaffold_1333011_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000750373,3.69E-05,0.00028863,0.000338721
scaffold_1333979_c1_3_PF00210-Ferritin_like_domain,0,0,0.000391515,0.000382885
scaffold_1334610_c1_2_ExbB-family,0.000445276,0.000687011,0.00059038,0.000633453
scaffold_1335144_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000350174,6.88E-05,9.80E-05,0.00040236
scaffold_134035_c1_3_ExbB-family,7.13E-05,0.000161856,5.04E-05,0.000126794
scaffold_13424_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000244055,3.12E-05,0.000110944,0.000182277
scaffold_1343093_c1_3_PF00210-Ferritin_like_domain,0,0.000154775,0.000286531,0.00025866
scaffold_13456_c1_7_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000111461,0.000355804,0,0.000163521
scaffold_135_c1_4_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000553642,0.00126926,0.001429985,0.00130225
scaffold_1350043_c1_1_PF04773_FecR,0.000131754,0.00015141,8.39E-05,0
scaffold_13540_c1_3_PvuD-family-ATP-binding-protein,0,0.000105528,8.77E-05,0.000293932
scaffold_13540_c1_4_FpvE-family-permease,1.06E-05,0.000149344,9.67E-05,0.000385721
scaffold_13540_c1_5_HatD-family-substrate-binding-protein,8.52E-05,0.000217652,0.000249681,0.000212182
scaffold_1354182_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000237158,0.000242256,0.000229991,0
scaffold_135507_c1_3_ExbB-family,9.83E-05,0.000292817,2.98E-05,0.000279632
scaffold_1355379_c1_1_PF04773_FecR,0.000188555,0.000412733,0.000379592,0.00011496
scaffold_135605_c1_4_ExbB-family,0.000481646,6.15E-05,0.000328423,0.000488199
scaffold_1356056_c1_1_PF00210-Ferritin_like_domain,0.00025455,0.000441108,0.000446327,0.000698382
scaffold_1361_c1_6_ExbB-family,0.000810094,0.001080359,0.000801981,0.00067226
scaffold_1361_c1_7_ExbD-family,0.000500667,0.00030282,0.000598936,0.000449844
scaffold_1362824_c1_1_ExbB-family,0.000223093,0.000199403,0.00020283,0.000333243
scaffold_136283_c1_3_ExbB-family,0.000122748,0.000431018,8.37E-05,9.82E-05
scaffold_136581_c1_1_HmuY-substrate-binding-protein,0.002919629,0.002422077,7.95E-06,0
scaffold_136581_c1_2_PirA-family-siderophore-receptor,0.000590205,0.000267412,5.19E-05,2.03E-05
scaffold_1365851_c1_1_PF04773_FecR,0.00033179,0.001135392,0.000144794,0.000226564
scaffold_1367744_c1_2_ExbD-family,0.000104645,0.000367451,9.51E-05,0.000307043
scaffold_1368973_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000118066,0.000180906,4.29E-05,0.000151165
scaffold_137096_c1_1_ExbB-family,0.000150265,0.0008826,0.000928994,0.000256522
scaffold_137096_c1_4_ExbD-family,2.33E-05,0.001101282,0.000466249,0.000198969
scaffold_13710_c1_7_FbpA-family-iron-binding-protein,0.000273827,0.000111885,0.000209122,0.000151924
scaffold_13710_c1_8_FbpC-family-ATPase,0,8.05E-05,0.000152884,0.000112136
scaffold_1374269_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000263509,0.000471054,0.000359362,0.000281152
scaffold_137639_c1_2_PF00210-Ferritin_like_domain,0.001531126,0.003512981,0.00339313,0.004109632
scaffold_1377293_c1_2_ExbB-family,3.25E-05,0.000414575,0.00028043,0.000138568
scaffold_137814_c1_2_ExbD-family,0,0.000138604,0.000197381,0.000154424
scaffold_137814_c1_4_ExbB-family,0.000196563,0.000358552,0.000280829,0.000344547
scaffold_13817_c1_4_ExbB-family,0.000146041,0.000111885,0.000265552,0.000233729
scaffold_138489_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000611735,0.000130184,0.000370781,0.000398868
scaffold_1389445_c1_1_PF00210-Ferritin_like_domain,2.39E-05,0.000366572,0.000739528,0.000638142
scaffold_1391_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.000247938,0.000422113,0.000131494,0.000330673
scaffold_139216_c1_2_YfeA-family-iron-binding-proteins,0.004197672,0.004120692,0.001934775,0.002382833
scaffold_139216_c1_3_YfeB-family-membrane-proteins,0.002997209,0.005314338,0.002066329,0.002334003
scaffold_1392210_c1_2_PF00210-Ferritin_like_domain,0.000316211,0.002523502,0.002036382,0.001827489
scaffold_13969_c1_3_PF00210-Ferritin_like_domain,0.000756571,0.001807437,0.01369047,0.015779999
scaffold_1400907_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.00032565,6.93E-05,0.000271398,0.000115818
scaffold_140286_c1_1_ExbB-family,0.00010182,3.71E-05,0.000211592,0.000232794
scaffold_14064_c1_3_ExbB-family,0.000406815,0.00125092,0.001585129,0.001311017
scaffold_14064_c1_4_ExbB-family,0.00034025,0.000950372,0.000734695,0.000952958
scaffold_14064_c1_5_ExbD-family,0.0006513,0.000623719,0.000616815,0.000608044
scaffold_14064_c1_6_TonB-family,0.000260987,0.000510979,0.000711845,0.000705436
scaffold_14075_c1_6_PF00210-Ferritin_like_domain,0.002105298,0.002107788,0.00182707,0.001582591
scaffold_1408_c1_5_PF01475-Iron_dependent_repressor-fur_family,0.011167174,0.015148172,0.0091915,0.009823578
scaffold_14127_c1_2_TonB-family,0.000441808,0.00049904,0.000973299,0.001178475
scaffold_14127_c1_3_ExbD-family,0.000530865,0.002169107,0.00125488,0.001331061
scaffold_14127_c1_4_ExbB-family,0.000436371,0.000397992,0.001020176,0.001263739
scaffold_14127_c1_5_ExbB-family,0.001188528,0.001778905,0.001967932,0.002099513
scaffold_141406_c1_1_ExbD-family,0.000207796,3.32E-05,0.000613995,0.000221709
scaffold_141406_c1_2_ExbD-family,0.000222314,0.000121657,0.00041868,0.000338856
scaffold_141406_c1_4_ExbB-family,6.78E-05,0.000779649,0.000555133,0.000796248
scaffold_141723_c1_2_ExbD-family,2.92E-05,5.59E-05,0.000318663,0.000109074
scaffold_141723_c1_4_ExbB-family,0.000175956,0.000179738,0.000330613,0.000212769
scaffold_14187_c1_2_ExbB-family,0.000138795,0.000177223,0.000353326,0.000399837
scaffold_14187_c1_3_ExbD-family,0,0.000105528,0.00035065,0.000411505
scaffold_14187_c1_4_ExbD-family,6.86E-05,0.000321231,0.000124759,0
scaffold_1419450_c1_1_PF00210-Ferritin_like_domain,0.000275748,0.000682183,0.000485734,0.000588421
scaffold_142029_c1_4_ExbB-family,0,0.000103953,0.000308407,0.00026059
scaffold_1421984_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000202024,0.001128566,0.001147961,0.00064665
scaffold_1422323_c1_1_PF04773_FecR,0.000257806,0.000225232,0.000925222,0.000318499
scaffold_14280_c1_4_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,5.67E-05,0.000217087,6.87E-05,0.000120932
scaffold_1429963_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.001049316,0.000415813,0.00041121,0.000347454
scaffold_143028_c1_1_ExbB-family,0.004138467,0.004140803,0.003158091,0.003054698
scaffold_143028_c1_3_ExbD-family,0.001177007,0.001099125,0.001229815,0.000768483
scaffold_143028_c1_4_ExbD-family,0.000181821,0.000957669,0.000578572,0.000509237
scaffold_1431272_c1_1_PF00210-Ferritin_like_domain,0.001870761,0.006897767,0.003879443,0.004619997
scaffold_14319_c1_4_FbpC-family-ATPase,9.96E-06,0.00010177,3.62E-05,4.25E-05
scaffold_14319_c1_5_FbpB-FutB-family-iron-permease,7.83E-05,0.000199875,4.38E-05,7.71E-05
scaffold_143218_c1_4_ExbB-family,7.54E-05,3.85E-05,0.000246931,6.44E-05
scaffold_143308_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000273977,9.54E-05,0.000430249,0.000186023
scaffold_14346_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000139862,0.000327408,0.000508635,0.000746135
scaffold_14355_c1_6_PF04773_FecR,6.63E-05,9.67E-05,4.30E-05,5.05E-05
scaffold_14366_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000429759,0.000211057,0.000525975,0.000299811
scaffold_143952_c1_2_ExbD-family,0.000139862,0.000468789,0.000174843,0.00016788
scaffold_143952_c1_4_ExbB-family,0.000269365,0.000343944,0.000489797,0.00053169
scaffold_1439552_c1_1_ExbB-family,0.000191391,0.001099716,0.00026101,0.000102103
scaffold_1439552_c1_2_ExbD-family,0.000139862,0.000678628,0.000254317,0.000537217
scaffold_1440195_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,9.92E-05,0.000211057,0.000315585,0.000246903
scaffold_1441775_c1_1_PF01475-Iron_dependent_repressor-fur_family,4.75E-05,0.000273132,0.000540217,0.000355024
scaffold_144346_c1_1_ExbB-family,0.000485732,0.000754318,0.000942902,0.00022411
scaffold_144346_c1_3_ExbD-family,0.000226189,0.000266598,0.000189825,0.000167077
scaffold_144346_c1_4_ExbD-family,0.000118837,6.07E-05,4.32E-05,2.54E-05
scaffold_1445285_c1_1_PF04773_FecR,1.37E-05,0.000558586,0.000348013,0.000233377
scaffold_14474_c1_1_ExbB-family,0.000323525,0.000132192,7.06E-05,0.000358994
scaffold_14485_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000541345,0.000330587,0.000106994,5.02E-05
scaffold_1450166_c1_2_ExbB-family,0.000621414,0.00061714,0.000313873,0.00046657
scaffold_14509_c1_4_ExbB-family,0.000206113,5.64E-05,0.000321243,0.000408411
scaffold_1452_c1_8_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000566478,0.001656635,0.002259463,0.001540262
scaffold_1453_c1_13_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000539906,0.000709666,0.00119829,0.001982307
scaffold_1453364_c1_1_ExbB-family,0.000288875,0.000412251,0.000139043,0.000344477
scaffold_1457667_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,6.46E-05,0.000412733,5.88E-05,0.000103464
scaffold_145894_c1_4_ExbB-family,0.000316867,0.000385331,0.000548735,0.000402479
scaffold_14599_c1_2_PirA-family-siderophore-receptor,0.000279286,0.000349335,0.000373105,0.000462183
scaffold_14640_c1_4_PF00210-Ferritin_like_domain,0.0011664,0.000759273,0.001309975,0.001122487
scaffold_14674_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000145457,0.000402414,0.000176327,0.000491454
scaffold_1469871_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000307303,0.000359688,0.000582065,0.000519142
scaffold_147007_c1_2_ExbD-family,0.000140538,0.000381329,0.000159716,5.62E-05
scaffold_147007_c1_4_ExbB-family,0.000125394,0.000498126,0.000405349,0.000624352
scaffold_1470693_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000956954,0.000698232,4.97E-05,0.001137715
scaffold_147551_c1_1_PF04773_FecR,0.000125035,0.000292697,0.000445238,0.00067259
scaffold_1480987_c1_1_PF00210-Ferritin_like_domain,4.88E-05,0.00034279,0.000332832,0.000390594
scaffold_1483074_c1_1_PF00210-Ferritin_like_domain,0,0,0.000578572,0.000533486
scaffold_1483324_c1_2_ExbB-family,0.000263271,0.000357173,0.000553514,0.000456459
scaffold_14853_c1_2_YfeB-family-membrane-proteins,0.000111157,0.000162209,5.77E-05,0.000321913
scaffold_14853_c1_6_YfeB-family-membrane-proteins,0.00020364,0.000130011,0.00014547,9.31E-05
scaffold_14853_c1_7_YfeA-family-iron-binding-proteins,0.001321375,0.001147313,0.001316684,0.001116599
scaffold_1486558_c1_1_PF00210-Ferritin_like_domain,0.000338797,0.00051912,0.000308024,0.000313284
scaffold_14881_c1_1_PF00210-Ferritin_like_domain,0.000155847,0.000198996,0.000236152,0.000526558
scaffold_148819_c1_2_PF00210-Ferritin_like_domain,8.41E-05,0.000322075,0.000859975,0.000650388
scaffold_14962_c1_6_PF01475-Iron_dependent_repressor-fur_family,0.002258991,0.003306552,0.005084422,0.003850507
scaffold_149995_c1_1_YfeA-family-iron-binding-proteins,0.000120411,0.000399749,0.000536424,0.000359726
scaffold_149995_c1_2_YfeB-family-membrane-proteins,5.14E-05,9.84E-05,5.84E-05,0.000219358
scaffold_1500957_c1_1_ExbB-family,0.000213907,0.000462223,0.000418876,0.000456459
scaffold_150234_c1_4_ExbB-family,1.81E-05,9.26E-05,4.95E-05,5.81E-05
scaffold_1502348_c1_2_ExbB-family,0.000117938,0.000150592,0.00037529,0.000293614
scaffold_1504938_c1_1_ExbB-family,0.000396701,0.000274374,0.000676253,0.00047617
scaffold_1505409_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000361633,0.000359146,7.31E-05,0.000300103
scaffold_150614_c1_1_FeoB-family-iron-transporter,0.002055887,0.002822364,0.000140456,0.000101435
scaffold_150614_c1_2_FeoA-family-iron-transporter,0.006258032,0.005723068,7.69E-05,0.000360921
scaffold_1506281_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0.000198996,0.000141691,0.000221709
scaffold_15079_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000152577,0.000454583,0.000716713,8.14E-05
scaffold_150907_c1_4_ExbB-family,0,3.60E-05,0.00011533,0.000150384
scaffold_150916_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,3.75E-05,0.000191474,0.000409005,0
scaffold_1513631_c1_1_PF00210-Ferritin_like_domain,0.017579512,0.038207264,0.048666181,0.037756976
scaffold_151714_c1_1_ExbB-family,0.000382037,0.000343275,0.000385929,0.000422713
scaffold_151714_c1_3_ExbD-family,0.000144017,0.000137918,8.18E-05,0.000192074
scaffold_151714_c1_4_ExbD-family,0.000231619,0.000118299,0.000168465,0.000321266
scaffold_152245_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,1.68E-05,0.000203745,0.000190885,0.000152329
scaffold_1523898_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.0005724,0.000988839,0.001622451,0.0020118
scaffold_152664_c1_4_ExbB-family,8.49E-05,0.000523946,0.000283015,0.000256647
scaffold_1527290_c1_1_PF00210-Ferritin_like_domain,0.000181821,0.00018573,0.000181837,0.000252194
scaffold_1527839_c1_2_PF00210-Ferritin_like_domain,9.26E-05,0.000177449,0.000126349,0.000123564
scaffold_152838_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.001142876,0.000862317,0.000661225,0.001274825
scaffold_1529717_c1_2_ExbB-family,2.07E-05,0,0.000281772,6.61E-05
scaffold_153203_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000165292,0.000211057,0.000343494,0.000201553
scaffold_153261_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000187797,0.000152595,0.000372521,0.000510034
scaffold_1533879_c1_1_PF04773_FecR,0.0019727,0.001456704,0.001210085,0.0012933
scaffold_153411_c1_1_ExbB-family,0.000716265,0.000492465,0.000576067,0.000573167
scaffold_153411_c1_3_ExbD-family,0.000263509,0.000134587,0.000319433,0.000299896
scaffold_1535969_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,5.00E-05,0.000191694,6.07E-05,7.12E-05
scaffold_1537181_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000418581,0.000734902,9.51E-05,0.000669911
scaffold_154392_c1_2_TonB-family,0,0.002682262,0,0.000301352
scaffold_154463_c1_1_PirA-family-siderophore-receptor,0.006394045,0.003443739,0.006639804,0.010572729
scaffold_154463_c1_2_LbtU-family-siderophore receptor,0.005659417,0.002234462,0.003921089,0.005045195
scaffold_1544669_c1_1_ExbB-family,0.000361997,0.000693335,0.000628314,0.000649576
scaffold_1545573_c1_1_PF04773_FecR,4.26E-05,0,0.000129146,9.09E-05
scaffold_1551823_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000101012,0.000171972,0.000168368,7.19E-05
scaffold_155259_c1_2_FpvD-family-siderophore-transport,0.000222638,0.000246376,0.00021591,0.000237545
scaffold_155259_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000178475,0.000883071,0.000283962,0.000142818
scaffold_155259_c1_4_FpvC-family-siderophore-transport,0.00037798,0.000449346,0.000331798,0.000570165
scaffold_1553353_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000379453,0.000484512,0.000488732,0.000101215
scaffold_1554266_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000262874,0.000298361,0.00033194,0.000171401
scaffold_1556283_c1_2_ExbB-family,0.001316353,0.001218589,0.002423495,0.001632718
scaffold_1556958_c1_2_ExbB-family,0.000809931,0.001034177,0.000871615,0.001234514
scaffold_1558_c1_3_YfeA-family-iron-binding-proteins,0.000185643,0.000181268,0.000148925,2.33E-05
scaffold_155853_c1_1_ExbD-family,0.000206615,2.64E-05,0.000300557,0.000220449
scaffold_155853_c1_3_ExbB-family,0.000394906,0.000252122,0.000448795,0.00063202
scaffold_1563047_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.0004393,0.000623254,0.000865362,0.000338515
scaffold_15637_c1_4_HatD-family-substrate-binding-protein,0.000206485,0.000336892,0.00036503,0.000171352
scaffold_15637_c1_6_PirA-family-siderophore-receptor,0.00026895,0.000257561,0.000473759,0.000364675
scaffold_1564405_c1_1_PF04773_FecR,0.000242428,0.00014567,6.48E-05,9.13E-05
scaffold_157099_c1_4_ExbD-family,5.19E-05,0.000132664,9.45E-05,0.000138568
scaffold_1571_c1_1_PF01325-Iron_dependent_repressor-dtxR_family_N,0.001274075,0.001965753,0.000579175,0.00065137
scaffold_157387_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.004168583,0.005926742,0.002956698,0.002397337
scaffold_157515_c1_2_ExbD-family,0.000633619,0.000386937,0.000225418,0.000293932
scaffold_157515_c1_3_ExbB-family,0.000579253,0.000369816,0.000234062,0.000326186
scaffold_15760_c1_1_PF04773_FecR,7.84E-05,7.51E-05,8.91E-05,2.09E-05
scaffold_1578243_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000124171,0.0002265,4.84E-05,0
scaffold_1582259_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000254295,0.000129881,0.000208078,0.000162793
